ponto_especifico;ponto;mes;ano;ID;CT;CP;raios_peitoral_d;raios_peitoral_e;raios_peitoral_dif;raios_pelv_d;raios_pelv_e;raios_pelv_dif;doop_d;doop_e;doop_dif;dob_d;dob_e;dob_dif;bpeit_ppelv_d;bpeit_ppelv_e;bpeit_ppelv_dif;diam_olho_d;diam_olho_e;diam_olho_dif
Acima PT 13;montante;agosto;2024;329;7,73;5,97;13;13;0;8;8;0;1,36;1,34;0,02;0,99;0,99;0;1,31;1,29;0,02;0,55;0,53;0,02
Acima PT 13;montante;agosto;2024;330;6,74;5,14;13;13;0;8;8;0;1,16;1,16;0;0,91;0,9;0,01;1,08;1,12;-0,04;0,51;0,51;0
Acima PT 13;montante;agosto;2024;331;6,61;5,09;13;13;0;8;8;0;1,16;1,18;-0,02;0,9;0,89;0,01;1,07;1,05;0,02;0,48;0,48;0
Acima PT 13;montante;agosto;2024;332;10,51;8,3;14;14;0;8;8;0;1,8;1,78;0,02;1,28;1,26;0,02;1,64;1,71;-0,07;0,64;0,62;0,02
Acima PT 13;montante;agosto;2024;333;6,41;4,84;15;14;1;8;8;0;1,11;1,08;0,03;0,86;0,86;0;1,09;1,06;0,03;0,45;0,47;-0,02
Acima PT 13;montante;agosto;2024;334;13,3;10,56;14;14;0;8;8;0;2,19;2,16;0,03;1,62;1,66;-0,04;2,32;2,45;-0,13;0,72;0,69;0,03
Acima PT 13;montante;agosto;2024;335;6,8;5,17;;14;;8;8;0;1,16;1,14;0,02;0,98;0,93;0,05;1,14;1,1;0,04;0,5;0,51;-0,01
Acima PT 13;montante;agosto;2024;336;6,32;4,71;14;14;0;8;8;0;1,15;1,14;0,01;0,86;0,86;0;0,93;0,95;-0,02;0,48;0,45;0,03
Acima PT 13;montante;agosto;2024;337;8,58;6,63;14;13;1;8;8;0;1,49;1,49;0;1,13;1,13;0;1,44;1,4;0,04;0,61;0,58;0,03
Acima PT 13;montante;agosto;2024;338;6,51;5,09;14;14;0;8;8;0;1,15;1,14;0,01;0,88;0,86;0,02;1,09;1,09;0;0,47;0,47;0
Acima PT 13;montante;agosto;2024;339;6,37;4,92;15;15;0;8;8;0;1,14;1,1;0,04;0,84;0,89;-0,05;1;0,98;0,02;0,49;0,49;0
Acima PT 13;montante;agosto;2024;340;6,58;4,96;13;14;-1;8;8;0;1,04;1,05;-0,01;0,83;0,87;-0,04;1,14;1,05;0,09;0,48;0,46;0,02
Acima PT 13;montante;agosto;2024;341;6,28;4,72;14;14;0;8;8;0;1,12;1,07;0,05;0,83;0,83;0;0,95;0,99;-0,04;0,45;0,49;-0,04
Acima PT 13;montante;agosto;2024;342;6,05;4,65;14;14;0;9;9;0;1,06;1,06;0;0,84;0,87;-0,03;0,91;0,92;-0,01;0,46;0,46;0
Acima PT 13;montante;agosto;2024;343;5,92;4,51;14;13;1;8;8;0;1,09;1,1;-0,01;0,83;0,82;0,01;0,94;0,94;0;0,47;0,46;0,01
Acima PT 13;montante;agosto;2024;344;9,76;7,64;13;13;0;8;8;0;1,7;1,67;0,03;1,25;1,23;0,02;1,56;1,46;0,1;0,66;0,64;0,02
Acima PT 13;montante;agosto;2024;345;6,21;4,82;13;13;0;8;8;0;1,11;1,11;0;0,84;0,83;0,01;0,92;0,92;0;0,46;0,48;-0,02
Acima PT 13;montante;agosto;2024;346;6,63;4,97;13;14;-1;8;8;0;1,11;1,11;0;0,9;0,89;0,01;1,1;1,06;0,04;0,5;0,48;0,02
Acima PT 13;montante;agosto;2024;347;5,98;4,65;13;13;0;8;8;0;1,06;1,09;-0,03;0,82;0,86;-0,04;0,96;0,99;-0,03;0,47;0,47;0
Acima PT 13;montante;agosto;2024;348;6,44;4,99;13;13;0;8;8;0;1,11;1,11;0;0,85;0,83;0,02;1,06;1,1;-0,04;0,45;0,46;-0,01
Acima PT 13;montante;agosto;2024;349;5,82;4,38;13;13;0;9;9;0;0,92;0,95;-0,03;0,78;0,79;-0,01;0,88;0,81;0,07;0,46;0,46;0
Acima PT 13;montante;agosto;2024;350;5,61;4,24;13;13;0;8;8;0;0,96;1;-0,04;0,76;0,77;-0,01;0,91;0,88;0,03;0,43;0,43;0
Acima PT 13;montante;agosto;2024;351;x;3,72;13;11;2;8;8;0;0,8;0,84;-0,04;0,73;0,73;0;0,73;0,7;0,03;0,38;0,36;0,02
Acima PT 13;montante;agosto;2024;352;6,24;4,65;13;13;0;8;8;0;1,06;1,06;0;0,84;0,84;0;1,02;0,96;0,06;0,47;0,44;0,03
13;montante;agosto;2024;353;5,04;3,8;15;15;0;8;8;0;0,88;0,88;0;0,77;0,79;-0,02;0,79;0,8;-0,01;0,41;0,43;-0,02
13;montante;agosto;2024;354;5,51;4,22;13;13;0;8;8;0;0,97;0,97;0;0,76;0,77;-0,01;0,85;0,83;0,02;0,43;0,47;-0,04
13;montante;agosto;2024;355;4,95;3,82;13;12;1;8;8;0;0,93;0,92;0,01;0,73;0,77;-0,04;0,84;0,81;0,03;0,43;0,41;0,02
13;montante;agosto;2024;356;6,63;5,12;15;15;0;8;8;0;1,19;1,17;0,02;0,93;0,96;-0,03;1,04;1,02;0,02;0,51;0,51;0
13;montante;agosto;2024;357;5,04;3,81;14;15;-1;8;8;0;0,91;0,91;0;0,72;0,73;-0,01;0,78;0,73;0,05;0,4;0,4;0
13;montante;agosto;2024;358;4,36;3,46;14;14;0;8;8;0;0,79;0,79;0;0,66;0,63;0,03;0,75;0,75;0;0,36;0,36;0
13;montante;agosto;2024;359;4,72;3,59;14;14;0;9;9;0;0,88;0,88;0;0,71;0,71;0;0,72;0,72;0;0,42;0,4;0,02
13;montante;agosto;2024;360;8,2;6,61;14;14;0;8;8;0;1,43;1,45;-0,02;1,13;1,13;0;1,35;1,32;0,03;0,58;0,61;-0,03
13;montante;agosto;2024;361;4,41;3,38;14;13;1;8;8;0;0,8;0,79;0,01;0,65;0,64;0,01;0,67;0,67;0;0,37;0,37;0
